8032	Promises Of The Mist	Target Books
8033	Flying Into The East	Vintage Books
8034	Heir Of A Beast	Free Press
8035	Parrot Of A Creature	SAGE Publications
8036	Trees In The Mountains	George Newnes
8037	Rats Of Light	Grafton
8038	Mice And Fish	Forum Media Group
8039	Hunters And Doctors	Bison Books
8040	Treasure Of The Moon	Ablex Publishing
8041	Nightmare Of The Forest	UCL Press
8042	Created By The Sun	BBC Books
8043	Frozen By The Chasm	Forum Media Group
8044	Priestess Without Honor	Ablex Publishing
8045	Spider Without Glory	Greenery Press
8046	Guardians Of Next Year	Free Press
8047	Rats Of Dusk	Vintage Books
8048	Witches And Descendants	Workman Publishing
8049	Robots And Warriors	Xoanon Publishing
8050	Fate Of Hope	BBC Books
8051	Rise Of Hope	Target Books
8052	Escape The Forest	Yale University Press
8053	Remember The Mountains	Happy House
8054	Girl Of The Ancestors	Bellevue Literary Press
8055	Angel Of Perfection	George Newnes
8056	Gangsters Of The Ocean	Free Press
8057	Spies Of Wind	Workman Publishing
8058	Mice And Vultures	George Newnes
8059	Guardians And Blacksmiths	Grafton
8060	Loss Without Sin	Bison Books
8061	Element Of The Ancestors	Cambridge University Press
8062	Crying In The Nation	Greenery Press
8063	Write About The Darkness	UCL Press
8064	Dogs Of The Oceans	Happy House
8065	Devils Of The Planet	HarperCollins
8066	Leaders With Skills	Xoanon Publishing
8067	Cats Of Dreams	Bellevue Literary Press
8068	Warriors And Enemies	Grafton
8069	Pests And Ancestors	Bison Books
8070	Flags Of The Planet	Zed Books
8071	Silver Of The Harvest	Yale University Press
8072	United As Today	Ablex Publishing
8073	Fame Of Men	Harvest House
8074	Droid Of Eternity	Holland Park Press
8075	Mercenary With Tentacles	Vintage Books
8076	Rebels Of The Dead	Workman Publishing
8077	Creatures Of The Void	Huffington Post
8078	Girls And Soldiers	Island Press
8079	Defenders And Rebels	HarperCollins
8080	Ascension Of War	Xoanon Publishing
8081	Demise Of Moondust	Zed Books
8082	Defenseless Against The Void	Cambridge University Press
8083	Hidden In The Vacuum	Capstone Publishers
8084	The Evil Wine	Harvest House
8085	The Lost Beans	Holland Park Press
8086	The Magic Beans	John Wiley & Sons
8087	The Magic Apartment	Ablex Publishing
8088	The Happy Island	Carnegie Mellon University Press
8089	The Happy Bridge	Cambridge University Press
8090	The Last Cemetery	Greenery Press
8091	Woman And My Journey	Capstone Publishers
8092	Boy During The Night	Yale University Press
8093	Dog Without A Voice	BBC Books
8094	Doctor Of Gags	Capstone Publishers
8095	Thief And Knight	Bellevue Literary Press
8096	Butcher And Jester	Huffington Post
8097	Injury From The Forests	BBC Books
8098	Trinkets Setup	Chronicle Books
8099	Pleased By The Project	Happy House
8100	Glamour Of The Village	Bison Books
8101	Creator Of History	Bellevue Literary Press
8102	Human Of The Sea	Cambridge University Press
8103	Priests Of A Friend	Kensington Books
8104	Giants Of The Flowers	Dobson Books
8105	Doctors And Vultures	Capstone Publishers
8106	Figures And Descendants	HarperCollins
8107	Crash In The River	Island Press
8108	Secret In My Village	John Wiley & Sons
8109	Death By My Destiny	Carnegie Mellon University Press
8110	Parallel Of The End	Doubleday
8111	Butcher Of The North	SAGE Publications
8112	Lord Of The Prison	Zed Books
8113	Butchers Of The Gods	Carnegie Mellon University Press
8114	Patrons Of Dusk	Carnegie Mellon University Press
8115	Companions And Warriors	Europa Press
8116	Heirs And Armies	Harvest House
8117	Country Without Shame	Chronicle Books
8118	Bane Dressed In Black	Chronicle Books
8119	Loathing History	Kensington Books
8120	Dead In The Forest	Ladybird Books
8121	Raven Of Fire	Bison Books
8122	Boy Of Whispers	Dobson Books
8123	Aliens Without Courage	Chronicle Books
8124	Persuers Of The Dungeons	Target Books
8125	Robots And Swindlers	Holland Park Press
8126	Knights And Lions	Doubleday
8127	Element Of The Banner	Cambridge University Press
8128	Result Without Honor	Europa Press
8129	Admiring The Elements	UCL Press
8130	Blinded In The Beginning	Dobson Books
8131	Jigat	Dobson Books
8132	Iciu	Express Publishing
8133	Hanual	Express Publishing
8134	Dinrea	Doubleday
8135	Snuespog	Ablex Publishing
8136	Klaram	Huffington Post
8137	Threrger	Faber and Faber
8138	Halqoe	Macmillan Publishers
8139	Herqoothae	BBC Books
8140	Ophlitu	Bellevue Literary Press
8141	Sisot	Bison Books
8142	Jebeesh	McGraw-Hill Education
8143	Kaekoal	Vintage Books
8144	Vlaucho	Capstone Publishers
8145	Yumsho	Carnegie Mellon University Press
8146	Whummu	Doubleday
8147	Enkim	Workman Publishing
8148	Prozleh	Europa Press
8149	Jeonzahi	New Village Press
8150	Wructhendu	Europa Press
8151	Kolox	Express Publishing
8152	Zioca	Chronicle Books
8153	Linul	Orion Books
8154	Imhu	Express Publishing
8155	Grusbic	Cambridge University Press
8156	Roippak	Ladybird Books
8157	Odreq	Faber and Faber
8158	Grizo	Dobson Books
8159	Stuphmulu	Macmillan Publishers
8160	Urtale	Focal Press
8161	Bogus	Doubleday
8162	Silk	Europa Press
8163	The Edge	Express Publishing
8164	Flow	Faber and Faber
8165	Green	Focal Press
8166	Silver	Xoanon Publishing
8167	Bob Ross	Forum Media Group
8168	Lee Chandler	Free Press
8169	Kyle Strange	Focal Press
8170	Glen Ray	Forum Media Group
8171	Method	Free Press
8172	Jade	Forum Media Group
8173	Ride	Island Press
8174	Chase	Capstone Publishers
8175	Tales	George Newnes
8176	Phase	Carnegie Mellon University Press
8177	Maddox Gray	John Wiley & Sons
8178	Terry Crash	Parragon
8179	Ali Ramone	McGraw-Hill Education
8180	Angel North	Faber and Faber
8181	Augmented Blackout Jumbler Widget	Pavilion Books
8182	Antidote Processor MachineKit	Grafton
8183	Water Analyzer Network	Kensington Books
8184	Optimized Wound Encrypter Device	Greenery Press
8185	Auxiliary Flame Augmentron Matrix	Princeton University Press
8186	Explosive Weather Revitalizer Tool	Faber and Faber
8187	Data Scrambler Device	Happy House
8188	Computerized Navigation Processor Thingymajig	Chronicle Books
8189	Extraordinary Ghost Telelocator Engine	George Newnes
8190	Ice Transporter Tool	Dobson Books
8191	Mobile Food Generator Mechanism	HarperCollins
8192	Antidote Director Tool	Grafton
8193	Mini Antivenom Circulator Device	Random House
8194	Biopsy Secretor Tool	Focal Press
8195	Enhanced Clay Reanimator Network	SAGE Publications
8196	Titanium Hazard Analyzer Tool	New Village Press
8197	Systematic Moon Possessor Interface	Doubleday
8198	Atmospheric Emergency Magnificator Widget	Ladybird Books
8199	Comprehensive Farm Mechanizer Widget	Macmillan Publishers
8200	Essence Separatron Interface	Target Books
8201	Day Ritual	McGraw-Hill Education
8202	Day Sorcery	Focal Press
8203	Life Magic	New Village Press
8204	Left Hand Magic	Free Press
8205	Fluid Sorcery	George Newnes
8206	Summoning Sorcery	Yale University Press
8207	Energy Conjuring	Orion Books
8208	Arcane Ritual	Orion Books
8209	Anger Bending	Greenery Press
8210	Storm Sorcery	Grafton
8211	Jinx Sorcery	Greenery Press
8212	Chain Bending	Zed Books
8213	Plague Bending	Happy House
8214	Solar Ritual	Ablex Publishing
8215	Ocean Sorcery	Parragon
8216	Phantom Magic	Europa Press
8217	Sensory Magic	Harvest House
8218	Heaven's Magic	UCL Press
8219	Destruction Magic	Holland Park Press
8220	Magnetic Magic	Express Publishing
8221	Fish Without Time	Parragon
8222	Foe Of Destruction	Happy House
8223	Priests Of Nightmares	Pavilion Books
8224	Priests Of The Plague	Huffington Post
8225	Phantoms And Assassins	Vintage Books
8226	Blacksmiths And Witches	Princeton University Press
8227	Edge Of The Eternal	Forum Media Group
8228	Dishonor Of The North	HarperCollins
8229	Still Breathing In The Mist	HarperCollins
8230	Guarding History	Free Press
8231	Criminal Of Tomorrow	BBC Books
8232	Goddess Of Twilight	Island Press
8233	Doctors Of The Prison	Pavilion Books
8234	Armies Of The East	Faber and Faber
8235	Gangsters And Foreigners	Workman Publishing
8236	Men And Phantoms	George Newnes
8237	Argument Of The North	Bellevue Literary Press
8238	Border Of The Ancestors	Princeton University Press
8239	Invited By The Titans	Harvest House
8240	Welcome To The Universe	Harvest House
8241	Alien Of The Vacuum	Random House
8242	Medic Of Time	Grafton
8243	Robots Of Honor	Random House
8244	Emperors Of The Vacuum	Greenery Press
8245	Medics And Aliens	Focal Press
8246	Children And Armies	SAGE Publications
8247	Loss Of Aliens	Holland Park Press
8248	Signs Of The New World	Xoanon Publishing
8249	Frozen By The New Age	Forum Media Group
8250	Father Of My Journey	Huffington Post
8251	Robot Of Earth	Bison Books
8252	Child Of Mars	John Wiley & Sons
8253	Boys Of War	Kensington Books
8254	Leaders In The Portal	Forum Media Group
8255	Doctors And Veterans	Free Press
8256	Defenders And Strangers	Holland Park Press
8257	Rebirth Of The Sands	Target Books
8258	Revival Of The Faceless Ones	SAGE Publications
8259	Devoted To The Eyes	Happy House
8260	Right For Robots	Ladybird Books
8261	Officer Of The Ocean	Free Press
8262	Man Of Earth's Legacy	Target Books
8263	Robots Of Nowhere	Cambridge University Press
8264	Spies Of Space	Island Press
8265	Recruits And Children	Yale University Press
8266	Creators And Foreigners	Zed Books
8267	Statue Of The Aliens	UCL Press
8268	Exploration Of Men's Legacy	Vintage Books
8269	Devoted To The Intruders	Huffington Post
8270	Glory Of Technology	Macmillan Publishers
8271	Zombie In The River	McGraw-Hill Education
8272	Bat In The Mountain	John Wiley & Sons
8273	Dogs Without A Mouth	Island Press
8274	Witches In My School	HarperCollins
8275	Horrors And Demons	Kensington Books
8276	Figures And Bats	Ablex Publishing
8277	Corruption In The Mist	John Wiley & Sons
8278	Growls In The Cabin	Workman Publishing
8279	Scared In Nightmares	Ladybird Books
8280	Shaking In The Abyss	Macmillan Publishers
8281	Hunter Of Stone	Capstone Publishers
8282	Companion Of Water	Carnegie Mellon University Press
8283	Dogs Without Duty	George Newnes
8284	Wolves Of The Prison	Harvest House
8285	Slaves And Aliens	George Newnes
8286	Thieves And Witches	BBC Books
8287	Demise Of Dread	UCL Press
8288	Intention Of History	Kensington Books
8289	Hurting Eternity	Ladybird Books
8290	Meeting In Secrets	Vintage Books
8291	Angel Design	McGraw-Hill Education
8292	Fish Kicked Me Out	Bellevue Literary Press
8293	Soldier Of The Country	New Village Press
8294	Child Of Tomorrow	Orion Books
8295	Robot And Jester	Grafton
8296	Mouse And Foreigner	Macmillan Publishers
8297	Ignorance Of Jokes	Greenery Press
8298	Farts Of Tomorrow	McGraw-Hill Education
8299	Favorite Of The Trick	Happy House
8300	Evil Of The Fool	Bison Books
8301	Monk With Black Hair	Parragon
8302	Horror Behind You	HarperCollins
8303	Fish In The Elevator	Harvest House
8304	Crows Hiding From Me	Workman Publishing
8305	Butchers And Colleagues	New Village Press
8306	Wives And Students	Grafton
8307	Temptation In The Crypts	Holland Park Press
8308	Giggling In My Garden	New Village Press
8309	Frightened In The Crypts	Orion Books
8310	Confused By Nightmares	Pavilion Books
8311	Foreigner Of Ice	Cambridge University Press
8312	Soldier Of Last Rites	Orion Books
8313	Enemies Of Freedom	Princeton University Press
8314	Creators Of Suffering	Capstone Publishers
8315	Deputies And Wives	Random House
8316	Emissaries And Peasants	Carnegie Mellon University Press
8317	Planet Of The Nation	Parragon
8318	Decay Of The Stockades	Xoanon Publishing
8319	Searching At The Maze	Huffington Post
8320	Kicking The Sea	Xoanon Publishing
8321	Darling Of Hope	Pavilion Books
8322	Duke Of My Mind	Yale University Press
8323	Foreigners Of Hope	Holland Park Press
8324	Butterflies With Green Eyes	Greenery Press
8325	Strangers And Secret Admirers	Princeton University Press
8326	Trueloves And Lovers	Chronicle Books
8327	Disruption Of My Mind	SAGE Publications
8328	Perfection Of Lust	Target Books
8329	Sounds Of The	Huffington Post
8330	Praised By Passion	Zed Books
8331	Veteran Of The Sands	Happy House
8332	Defender Of Outer Space	Island Press
8333	Cyborgs With Tentacles	Yale University Press
8334	Androids Of The Void	Island Press
8335	Doctors And Creators	Random House
8336	Volunteers And Men	Zed Books
8337	Edge Of Aliens	Parragon
8338	Death Of Alien Life	Pavilion Books
8339	Celebrating The Aliens	Dobson Books
8340	Experience In The Guests	Chronicle Books
8341	Sage Of Animals	Ablex Publishing
8342	Spy Of The Forest	Dobson Books
8343	Aliens Of History	SAGE Publications
8344	Companions Of The Future	Princeton University Press
8345	Mice And Butchers	BBC Books
8346	Robots And Butchers	Target Books
8347	Help Of A Shadow	UCL Press
8348	Passage Of A Stranger	Doubleday
8349	Bound To My Past	HarperCollins
8350	Hated By Visions	Doubleday
8351	Human Of A Creature	Europa Press
8352	Emperor In My Town	Harvest House
8353	Rebels Of The Stars	Holland Park Press
8354	Wives Of A Creature	John Wiley & Sons
8355	Creators And Thieves	Random House
8356	Spies And Phantoms	Huffington Post
8357	Parable Of The Forest	SAGE Publications
8358	Fantasy In My Country	Island Press
8359	Confronted By Illusions	Ablex Publishing
8360	Ashamed Of My Dreams	Bellevue Literary Press
8361	Warrior Of A Cat	Express Publishing
8362	Pilot In The River	Bison Books
8363	Hunters Of The Void	Faber and Faber
8364	Swindlers Of The Stars	UCL Press
8365	Knights And Agents	John Wiley & Sons
8366	Swindlers And Snakes	Focal Press
8367	Road Of The Stars	Europa Press
8368	Memories Of The Ocean	Express Publishing
8369	Broken By My Secrets	Faber and Faber
8370	Expert In My Destiny	BBC Books
8371	Priestess In The River	Bellevue Literary Press
8372	Butterfly Of A Painting	Focal Press
8373	Foreigners Of The Past	John Wiley & Sons
8374	Defenders Of A Cat	Forum Media Group
8375	Women And Butchers	Kensington Books
8376	Giants And Strangers	Vintage Books
8377	Nightmares Of The Swamp	Free Press
8378	Help Of A Friend	Ladybird Books
8379	Confronted By The Caves	Kensington Books
8380	Hatred Of The End	Ladybird Books
8381	Leaders Per Country	Forum Media Group
8382	Rats Of The Mountains	Macmillan Publishers
8383	Angels Per Country	Bison Books
8384	Rats Of Your Dreams	Kensington Books
8385	Reptiles And Birds	Ladybird Books
8386	Preys And Rats	Workman Publishing
8387	Diseases Of The Fields	McGraw-Hill Education
8388	Wonders Of Our Realm	Target Books
8389	Happy Education	Free Press
8390	Love Of Androids	Macmillan Publishers
8391	Officer Of Winter	UCL Press
8392	Priestess Without A Conscience	Vintage Books
8393	Cyborgs Of Shadows	George Newnes
8394	Hobgoblins Without Flaws	McGraw-Hill Education
8395	Animals And Defenders	Xoanon Publishing
8396	Turtles And Defenders	Cambridge University Press
8397	World Of The Night	George Newnes
8398	Curse Without Duty	New Village Press
8399	Escaping The Nation	New Village Press
8400	Escaping The Curse	Orion Books
8401	Criminal With Determination	Cambridge University Press
8402	Foe Of Hope	Parragon
8403	Hobgoblins Of Demons	Pavilion Books
8404	Deceivers Of Dawn	Grafton
8405	Women And Rats	Capstone Publishers
8406	Butchers And Aliens	Capstone Publishers
8407	Destiny Of Spring	Macmillan Publishers
8408	Union Of The Sea	Carnegie Mellon University Press
8409	Rescue At The Mountains	McGraw-Hill Education
8410	Starting My Leader	Orion Books
8411	Spy With A Goal	Carnegie Mellon University Press
8412	Zombie Of Winter	Yale University Press
8413	Companions With Determination	Princeton University Press
8414	Thieves Of The World	Vintage Books
8415	Spiders And Elves	Grafton
8416	Phantoms And Strangers	New Village Press
8417	Vision Of The Sea	Chronicle Books
8418	Sword Of Fortune	Greenery Press
8419	Bound To The West	Greenery Press
8420	Question Eternity	Chronicle Books
8421	Animal Of Desire	Happy House
8422	Cyborg Without Hope	Random House
8423	Enchanters Without Hate	Happy House
8424	Warriors Of Secrets	Workman Publishing
8425	Priests And Guardians	Dobson Books
8426	Hobgoblins And Assassins	Zed Books
8427	Luck Of The Sword	HarperCollins
8428	Imprisonment Of Perfection	Workman Publishing
8429	Flee To The Apocolypse	Xoanon Publishing
8430	Crying In The Caves	Xoanon Publishing
8431	Officer Of Ice	Dobson Books
8432	Imp Of Earth	Parragon
8433	Shamans Of Winter	Doubleday
8434	Angels Of The Mountain	Orion Books
8435	Foreigners And Warlocks	Doubleday
8436	Wolves And Heroes	Pavilion Books
8437	Revival Of Wind	Princeton University Press
8438	Fate Without Fear	Parragon
8439	Running In Dreams	Europa Press
8440	Separated At The Light	Yale University Press
8441	Butterfly Without Duty	Pavilion Books
8442	God With Money	Harvest House
8443	Sages Of Darkness	Princeton University Press
8444	Trolls Of Twilight	Ablex Publishing
8445	Summoners And Blacksmiths	Random House
8446	Enchanters And Monks	Europa Press
8447	Dishonor Of The Caves	SAGE Publications
8448	Failure Of The Undead	BBC Books
8449	Promises Of The Dungeons	HarperCollins
8450	Bleeding In The Past	Express Publishing
8451	Criminal Of Water	Zed Books
8452	Paladin Of Heaven	Ablex Publishing
8453	Guardians Of The River	Faber and Faber
8454	Dogs Of Glory	Express Publishing
8455	Descendants And Horses	Random House
8456	Hobgoblins And Rogues	Holland Park Press
8457	Luck With Immortality	Target Books
8458	Culmination Of Nightmares	BBC Books
8459	Blood In The Leaders	SAGE Publications
8460	Possessed By The Caves	Focal Press
8461	Human Without Desire	Bellevue Literary Press
8462	Bandit Of The Light	Forum Media Group
8463	Lords Of Deception	Huffington Post
8464	Wolves Of Shadows	Target Books
8465	Aliens And Priests	SAGE Publications
8466	Horses And Soldiers	Yale University Press
8467	Anger Of The Stars	UCL Press
8468	Ruination Of The North	Bison Books
8469	Scared At The Demons	Vintage Books
8470	Guarded By Hope	Free Press
8471	Slave Of The Ocean	Harvest House
8472	Planner Without Duty	UCL Press
8473	Wolves Of The South	Bellevue Literary Press
8474	Officers Of Fortune	Vintage Books
8475	Knights And Widows	Cambridge University Press
8476	People And Peons	George Newnes
8477	Undoing Of Doom	Workman Publishing
8478	Culling Of Reality	Faber and Faber
8479	Sick Of My Future	Xoanon Publishing
8480	Lurking In The South	Holland Park Press
8481	Descendant With Money	Capstone Publishers
8482	Collaborator Of The Stars	Yale University Press
8483	Opponents With Hoods	Workman Publishing
8484	Widows Of Reality	Focal Press
8485	Invaders And Followers	Carnegie Mellon University Press
8486	Rats And Ancestors	Forum Media Group
8487	Union Of Agony	Island Press
8488	Chase Of Dread	Chronicle Books
8489	Meeting In My Enemies	Grafton
8490	Battle Of The End	Target Books
8491	Army Of Breaking Hearts	Bison Books
8492	Enemy Of Despair	Dobson Books
8493	Builders Of The East	Zed Books
8494	Officers Of Breaking Hearts	Greenery Press
8495	Couriers And Spies	UCL Press
8496	Men And Heirs	Doubleday
8497	Union Of Nightmares	Happy House
8498	Confinement Dressed In Black	Vintage Books
8499	Binding To The Prison	Cambridge University Press
8500	Preparing For The Soldiers	Ablex Publishing
9501	Iron Man	Free Press
9502	Ant Man	George Newnes
9503	The Avengers	Grafton
9504	Love at First Sight	Vintage Books
9505	Chalk Zone	Doubleday
9506	Spongebob Squarepants	Europa Press
9507	Huntsman of Winter	Greenery Press
9508	Right Choices	Target Books
9509	End Game	HarperCollins
9510	I am	Greenery Press
9511	Legend of Slade	HarperCollins
9512	With You	Xoanon Publishing
9513	Thor	Greenery Press
9514	Guardians of The Galaxy	Happy House
9515	Captain America	HarperCollins
9516	A Second Chance	Happy House
9517	Hey Arnold	Express Publishing
9518	iCarly	Faber and Faber
9519	Danny Phantom	Focal Press
9520	How To Survive College 101	Harvest House
9521	The Right One	UCL Press
9522	Feelings	Happy House
9523	Spider-Man	Harvest House
9524	Deadpool	Holland Park Press
9525	Batman	Yale University Press
9526	Superman	Zed Books
9527	Aquaman	Ablex Publishing
9528	Wonder Woman	BBC Books
9529	Cyborg	Bellevue Literary Press
9530	Flash	Bison Books
9531	Watchmen	Cambridge University Press
9532	Constantine	Capstone Publishers
9533	Supergirl	Carnegie Mellon University Press
9534	Green Lantern	Chronicle Books
9535	Dick Grayson	Dobson Books
9536	Cyclone	Doubleday
9537	Lex Luthor	Europa Press
9538	Joker	Express Publishing
9539	Tim Drake	Faber and Faber
9540	Damian Wayne	Focal Press
9541	Kyle Rayner	Forum Media Group
9542	Green Arrow	Free Press
9543	Ted  Kord	George Newnes
9544	Batwoman	Grafton
9545	Stargirl	Greenery Press
9546	Darkseid	Happy House
9547	Guy Gardner	HarperCollins
9548	Alfred Pennyworth	Harvest House
9549	Wally West	Holland Park Press
9550	Barry Allen	Huffington Post
9551	Thom Kallor	Island Press
9552	Arisa	John Wiley & Sons
9553	Kilowog	Kensington Books
9554	Saint Walker	Ladybird Books
9555	Sinestro	Macmillan Publishers
9556	Ragman	McGraw-Hill Education
9557	Jason Todd	New Village Press
9558	Barbara Gordon	Orion Books
9559	John Stewart	Parragon
9560	Power Girl	Pavilion Books
9561	Deathstroke	Princeton University Press
9562	Lois Lane	Random House
9563	Booster Gold	SAGE Publications
9564	Elongated Man	Target Books
9565	Maxwell Lord	UCL Press
9566	Superboy	Vintage Books
9567	Krypto	Workman Publishing
9568	Ganthet	Xoanon Publishing
9569	James Gordon	Yale University Press
9570	Etrigan	Zed Books
9571	Two-Face	Ablex Publishing
9572	Stephani Brown	BBC Books
9573	Catman	Bellevue Literary Press
9574	Harvey Bullock	Bison Books
9575	Jimmy Olsen	Cambridge University Press
9576	Scarecrow	Capstone Publishers
9577	Carol Ferris	Carnegie Mellon University Press
9578	Sue Dibny	Chronicle Books
9579	Ra's Al Ghul	Dobson Books
9580	Ice	Doubleday
9581	Blue Beetle	Europa Press
9582	Ventriloquist	Express Publishing
9583	Black Adam	Faber and Faber
9584	Miss Martian	Focal Press
9585	Larfleeze	Forum Media Group
9586	Detective Chimp	Free Press
9587	Alan Scott	George Newnes
9588	Phantom Girl	Grafton
9589	Zatanna	Greenery Press
9590	Atrocitus	Happy House
9591	Mr. Mxyzptlk	HarperCollins
9592	Harley Quinn	Harvest House
9593	Gypsy	Holland Park Press
9594	Kate Spencer	Huffington Post
9595	Black Canary	Island Press
9596	Poison Ivy	John Wiley & Sons
9597	Knockout	Kensington Books
9598	Renee Montoya	Ladybird Books
9599	Scandal Savage	Macmillan Publishers
9600	Bane	McGraw-Hill Education
9601	Fire	New Village Press
9602	Bizarro	Orion Books
9603	Billy Batson	Parragon
9604	Amanda Waller	Pavilion Books
9605	Jeannette	Princeton University Press
9606	Talia Al Ghul	Random House
9607	Huntress	SAGE Publications
9608	Deadshot	Target Books
9609	Phantom Stranger	UCL Press
9610	Martian Manhunter	Vintage Books
9611	Mr. Freeze	Workman Publishing
9612	Ragdoll	Xoanon Publishing
9613	Dream Girl	Yale University Press
9614	Starfire	Zed Books
9615	Catwoman	Ablex Publishing
9616	Penguin	BBC Books
9617	Steel	Bellevue Literary Press
9618	Bart Allen	Bison Books
9619	Deadman	Cambridge University Press
9620	Jade	Capstone Publishers
9621	Ray Palmer	Carnegie Mellon University Press
9622	Wonder Girl	Chronicle Books
9623	Jay Garrick	Dobson Books
9624	Static	Doubleday
9625	Beast Boy	Europa Press
9626	Killer Croc	Express Publishing
9627	Mirror Master	Faber and Faber
9628	Aaron Stack	Huffington Post
9629	Absorbing Man	Island Press
9630	Abyss	John Wiley & Sons
9631	Adam Destine	Kensington Books
9632	American Ace	Ladybird Books
9633	Angel	Macmillan Publishers
9634	Human Torch	McGraw-Hill Education
9635	Ka-Zar The Great	New Village Press
9636	Lady Dorma	Orion Books
9637	Masked Raider	Parragon
9638	Namor the Sub-Mariner	Pavilion Books
9639	Phineas Horton	Princeton University Press
9640	American Avenger	Random House
9641	Archie the Gruesome	SAGE Publications
9642	Mad Dog	Target Books
9643	Miss Fury	UCL Press
9644	Black Marvel	Vintage Books
9645	Harry BlackStone	Workman Publishing
9646	Black Widow	Xoanon Publishing
9647	Blazing Skull	Yale University Press
9648	Blone Panthom	Zed Books
9649	Blue Blade	Ablex Publishing
9650	Blue Blaze	BBC Books
9651	Blue Diamond	Bellevue Literary Press
9652	Black Rider	Bison Books
9653	Byrrah	Cambridge University Press
9654	Bucky	Capstone Publishers
9655	Captain Daring	Carnegie Mellon University Press
9656	Captain Terror	Chronicle Books
9657	Captain Wonder	Dobson Books
9658	The Challenger	Doubleday
9659	Citizen V	Europa Press
9660	Dakor The Magician	Express Publishing
9661	The Defender	Faber and Faber
9662	Destroyer	Focal Press
9663	Jeff Dix	Forum Media Group
9664	David Drew	Free Press
9665	Dynamic Man	George Newnes
9666	Electro The Robot	Grafton
9667	The Falcon	Greenery Press
9668	Father Time	Happy House
9669	Ferret	HarperCollins
9670	Fiery Mask	Harvest House
9671	The Fighting Yank	Holland Park Press
9672	Flexo The Rubber Man	Huffington Post
9673	The Fin	Island Press
9674	The Fourth Musketeer	John Wiley & Sons
9675	Dr. Gade	Kensington Books
9676	Gary Gaunt	Ladybird Books
9677	Golden Girl	Macmillan Publishers
9678	The Ghost of Benjamin Franklin	McGraw-Hill Education
9679	Hercules	New Village Press
9680	Human Top	Orion Books
9681	Isbisa	Parragon
9682	Jerry Hunter	Pavilion Books
9683	Jack Frost	Princeton University Press
9684	Zephyr Jones	Random House
9685	Kid Colt	SAGE Publications
9686	Laughing Mask	Target Books
9687	Magar the Mystic	UCL Press
9688	Major Liberty	Vintage Books
9689	Hurricane	Workman Publishing
9690	Mantor the Magician	Xoanon Publishing
9691	Marvel Boy	Yale University Press
9692	Marvex the Super Robot	Zed Books
9693	Master Mind Excello	Ablex Publishing
9694	Merzah the Mystic	BBC Books
9695	Millie the Model	Bellevue Literary Press
9696	Mister E	Bison Books
9697	Miss America	Cambridge University Press
9698	Miss Patriot	Capstone Publishers
9699	"Monako, Prince of Magic"	Carnegie Mellon University Press
9700	Moon Man	Chronicle Books
9701	Tim Mulrooney	Dobson Books
9702	Namora	Doubleday
9703	The Patriot	Europa Press
9704	Phantom Bullet	Express Publishing
9705	Phantom of the Underworld	Faber and Faber
9706	Phantom Reporter	Focal Press
9707	Red Raven	Forum Media Group
9708	Red Skull	Free Press
9709	Ringmaster of Death	George Newnes
9710	Rockman	Grafton
9711	Roko the Amazing	Greenery Press
9712	"Robert ""Bob"" Roland"	Happy House
9713	Secret Stamp	HarperCollins
9714	Silver Scorpion	Harvest House
9715	Subbie	Holland Park Press
9716	Sun Girl	Huffington Post
9717	Super Slave	Island Press
9718	"Jim ""Taxi"" Taylor"	John Wiley & Sons
9719	Terror	Kensington Books
9720	Thin Man	Ladybird Books
9721	Thunderer	Macmillan Publishers
9722	Toro	McGraw-Hill Education
9723	Trojak the Tiger Man	New Village Press
9724	The Vagabond	Orion Books
9725	"Terrence ""Terry"" Vance"	Parragon
9726	Vision	Pavilion Books
9727	Tommy Tyme	Princeton University Press
9728	Venus	Random House
9729	Patsy Walker	SAGE Publications
9730	Whizzer	Target Books
9731	The Witness	UCL Press
9732	Mr. Wu	Vintage Books
9733	Avenger	Workman Publishing
9734	Zara of the Jungle	Xoanon Publishing
9735	Human Robot	Yale University Press
9736	Electro	Zed Books
9737	Gorilla-Man	Ablex Publishing
9738	Jann of the Jungle	BBC Books
9739	Shrunken Bones	Bellevue Literary Press
9740	Jimmy Woo	Bison Books
9741	Yellow Claw	Cambridge University Press
9742	Abominable Snowman	Capstone Publishers
9743	Chondou the Mystic	Carnegie Mellon University Press
9744	Doctor Druid	Chronicle Books
9745	Dragoom	Dobson Books
9746	Elektro	Doubleday
9747	Fin Fang Foom	Europa Press
9748	Gargantus	Express Publishing
9749	Googam	Faber and Faber
9750	Goom	Focal Press
9751	Grogg	Forum Media Group
9752	Gorilla	Free Press
9753	Gorgolla	George Newnes
9754	Groot	Grafton
9755	It the living Colossus	Greenery Press
9756	Kraa the Unhuman	Happy House
9757	Magneto	HarperCollins
9758	Molten Man-Thing	Harvest House
9759	Monsteroso	Holland Park Press
9760	Orrgo	Huffington Post
9761	Boo Ba	Island Press
9762	Xemnu the Titan	John Wiley & Sons
9763	3-D Man	Kensington Books
9764	Agent Axis	Ladybird Books
9765	Baron Von Blitzschlag	Macmillan Publishers
9766	Captain Wings	McGraw-Hill Education
9767	Crimson Commando	New Village Press
9768	Destroyer	Orion Books
9769	Ghost Girl	Parragon
9770	Master Man	Pavilion Books
9771	Spirit of '76	Princeton University Press
